,DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live),DJIA  (Live)
,Realized Variance (5-minute),Realized Kernel,Return,Realized Variance (5-minute using 1-minute subsamples),Realized Variance (10-minute),Realized Variance (10-minute using 1-minute subsamples),Bipower Variation (5-minute) ,Bipower Variation (5-minute using 1-minute subsamples) ,Median Truncated Realized Variance,Realized Semivariance (5-minute),Realized Semivariance (5-minute using 1-minute subsamples),Number of Transactions,Time span betwen first and last observation (seconds),Close-to-Open Return,Opening Time (Local in Seconds),High-Low Range,High-Open Range,Opening Price,Closing Price
DateID,DJI2.rv,DJI2.rk,DJI2.r,DJI2.rv5ss,DJI2.rv10,DJI2.rv10ss,DJI2.bv5,DJI2.bv5ss,DJI2.medrv,DJI2.rs,DJI2.rs5ss,DJI2.nobs,DJI2.timespan,DJI2.rcto,DJI2.open,DJI2.highlow,DJI2.highopen,DJI2.openprice,DJI2.closeprice
20070706,1.71E-05,1.90E-05,0.004032642,1.81E-05,1.66E-05,1.78E-05,1.60E-05,1.67E-05,1.51E-05,6.83E-06,7.80E-06,10071,23399.995,,34202.894,-0.006982447,0.005422886,13559.25,13614.04
20070709,1.76E-05,1.75E-05,0.002772979,1.60E-05,1.79E-05,1.33E-05,1.12E-05,1.38E-05,1.26E-05,5.06E-06,6.45E-06,10127,23399.199,,34200.663,-0.004392102,0.004230475,13612.66,13650.46
20070710,5.64E-05,5.91E-05,-0.011163595,5.02E-05,5.81E-05,4.59E-05,3.54E-05,4.15E-05,4.74E-05,4.00E-05,3.34E-05,10634,23398.649,,34204.9,0.0111999,0,13648.59,13497.07
20070711,3.99E-05,3.54E-05,0.005739521,3.56E-05,3.73E-05,3.56E-05,3.63E-05,3.31E-05,3.72E-05,1.91E-05,1.70E-05,10376,23397.262,,34203.88,-0.008559159,0.006661152,13500.64,13578.35
20070712,5.85E-05,4.13E-05,0.021122492,3.01E-05,5.41E-05,2.62E-05,1.86E-05,1.85E-05,2.18E-05,2.65E-06,3.61E-06,10525,23399.912,,34202.425,-0.0211571,0.0211571,13579.33,13869.21
20070713,1.52E-05,1.71E-05,0.003155941,1.68E-05,1.20E-05,1.49E-05,1.50E-05,1.53E-05,1.70E-05,6.18E-06,6.29E-06,10217,23398.908,,34203.854,-0.006181043,0.005206533,13859.86,13903.67
20070716,1.74E-05,1.85E-05,0.003226952,1.67E-05,1.47E-05,1.64E-05,1.57E-05,1.49E-05,2.08E-05,8.75E-06,8.00E-06,10493,23398.672,,34200.646,-0.00674007,0.005874669,13907.09,13952.04
20070717,2.06E-05,1.85E-05,0.001606369,1.77E-05,2.12E-05,1.60E-05,1.66E-05,1.60E-05,2.02E-05,8.25E-06,7.33E-06,10492,23399.902,,34204.773,-0.005557666,0.004963307,13951.96,13974.39
20070718,6.39E-05,6.47E-05,-0.002175054,6.11E-05,5.63E-05,5.74E-05,5.15E-05,5.71E-05,5.32E-05,3.88E-05,3.29E-05,10801,23398.863,,34204.522,0.01022036,0.000780058,13955.05,13924.73
20070719,5.15E-05,5.30E-05,0.005852603,2.65E-05,5.92E-05,2.03E-05,2.30E-05,2.02E-05,2.42E-05,8.89E-06,1.05E-05,10614,23398.091,,34200.774,-0.006931983,0.006931983,13918.79,14000.49
20070720,6.00E-05,6.23E-05,-0.011022219,5.35E-05,5.56E-05,4.77E-05,5.16E-05,4.49E-05,4.74E-05,4.13E-05,3.64E-05,10848,23399.177,,34203.775,0.015148939,0.000591944,14000.57,13847.1
20070723,3.56E-05,4.71E-05,0.006341474,2.63E-05,4.27E-05,2.24E-05,2.10E-05,2.27E-05,3.05E-05,9.21E-06,1.07E-05,10406,23399.254,,34204.081,-0.008770385,0.008770385,13851.81,13939.93
20070724,8.77E-05,7.94E-05,-0.015460084,6.29E-05,0.000104539,5.90E-05,7.51E-05,6.25E-05,6.35E-05,6.81E-05,4.49E-05,10853,23398.797,,34202.67,0.017315081,0,13940.9,13727.03
20070725,0.000120957,0.000135383,0.004653018,9.92E-05,0.000115814,9.02E-05,0.00010189,8.45E-05,0.000113565,3.92E-05,4.57E-05,11052,23399.742,,34204.719,0.010595757,0.007456323,13718.25,13782.23
20070726,0.000284474,0.000261057,-0.020622628,0.000246782,0.00027385,0.000227766,0.000212371,0.00021978,0.000166839,0.000194096,0.000138626,11138,23399.936,,34204.172,0.033053943,0,13783.45,13502.11
20070727,0.000149061,0.000160653,-0.015211589,0.00014841,0.00013271,0.000146157,0.000135224,0.000138977,0.000172741,9.07E-05,8.83E-05,11255,23399.516,,34205.104,0.0189184,0.003535725,13472.68,13269.29
20070730,0.00011345,0.000109712,0.006528367,0.000111489,6.64E-05,9.61E-05,0.000123409,0.000111836,9.92E-05,5.11E-05,5.32E-05,10934,23399.87,,34202.206,-0.013352427,0.009847175,13266.21,13353.1
20070731,0.000135843,0.000133381,-0.011867462,0.000108008,0.000151735,0.000100217,8.53E-05,9.64E-05,0.000100216,5.72E-05,6.45E-05,11021,23398.991,,34205.024,0.022294461,0.010223995,13360.66,13203.04
20070801,0.000241702,0.000262333,0.011896392,0.000266776,0.000242317,0.000245679,0.00024967,0.000276642,0.000255114,8.81E-05,0.000101801,11260,23398.19,,34203.958,-0.019565253,0.013652654,13210.85,13368.95
20070802,8.96E-05,9.29E-05,0.007705035,8.80E-05,9.50E-05,7.70E-05,7.35E-05,7.96E-05,8.72E-05,3.06E-05,3.38E-05,10917,23398.273,,34200.683,-0.011291181,0.010761763,13357.82,13461.14
20070803,0.000135276,0.000145857,-0.021247367,0.000133488,0.000139334,0.00011811,0.000145541,0.000134193,0.000153049,9.42E-05,9.65E-05,10973,23398.624,,34202.476,0.022178658,0.000683901,13462.25,13179.23
20070806,0.000176912,0.000163606,0.021218869,0.000158962,0.00018152,0.000156597,0.000142276,0.000149436,0.000126465,4.57E-05,5.28E-05,11105,23399.331,,34202.941,-0.023280839,0.021460191,13183.13,13465.85
20070807,0.000219799,0.000268162,0.002038344,0.000201821,0.000245127,0.000223448,0.000205443,0.000184317,0.000198272,0.000128999,9.72E-05,10961,23397.588,,34204.546,-0.019307457,0.010334158,13467.8,13495.28
20070808,0.000112539,0.000131286,0.011109911,0.000108678,0.000147367,9.74E-05,8.97E-05,9.65E-05,0.000128925,3.49E-05,4.78E-05,10980,23399.137,,34204.863,0.015420857,0.014546968,13497.31,13648.1
20070809,0.000362145,0.000295061,-0.026603415,0.000267835,0.000385421,0.000170429,0.000223887,0.000228266,0.000281856,0.000295167,0.000185671,11203,23398.635,,34202.996,0.026756128,0,13652.33,13293.92
20070810,0.000388215,0.000324965,-0.002483755,0.000290338,0.000367201,0.000280431,0.00031485,0.000269691,0.000297193,0.000221111,0.00013941,11288,23399.855,,34202.536,-0.018814226,0.00269782,13270.59,13237.67
20070813,0.000103644,0.000102412,-0.000116335,8.25E-05,8.60E-05,6.72E-05,7.93E-05,7.68E-05,9.27E-05,3.45E-05,4.05E-05,10887,23399.394,,34202.591,0.008814856,0.007445173,13238.4,13236.86
20070814,0.000127563,0.000122719,-0.016527741,0.000112527,9.87E-05,0.000104179,0.000134367,0.000116742,0.000122635,8.73E-05,7.44E-05,10959,23398.161,,34203.361,0.019005817,0.002478077,13235.8,13018.84
20070815,0.000163441,0.000155206,-0.012804007,0.000152213,0.000162473,0.000149325,0.000162256,0.00014413,0.000199913,9.89E-05,8.86E-05,11063,23399.588,,34202.634,0.021837729,0.007413743,13021.93,12856.26
20070816,0.000449046,0.000472981,0.001193733,0.000432621,0.000504928,0.000401826,0.000387627,0.000442303,0.000390358,0.00023417,0.000204302,11313,23399.8,,34202.561,-0.028846182,0.001970138,12859.52,12874.88
20070817,0.00062795,0.000422619,0.016993698,0.000329564,0.00078067,0.00027712,0.000238592,0.000184251,0.000231654,9.71E-05,0.000110277,11203,23399.154,,34200.872,-0.024442501,0.024442501,12848.54,13068.75
20070820,0.000102593,0.000102681,0.003072042,9.81E-05,0.000104403,9.20E-05,0.000106886,9.88E-05,0.000109248,4.61E-05,4.76E-05,10997,23398.07,,34205.112,-0.015168501,0.007807396,13078.67,13118.91
20070821,7.55E-05,7.94E-05,-0.002276972,7.74E-05,5.30E-05,6.61E-05,7.75E-05,6.83E-05,8.31E-05,4.05E-05,3.78E-05,10771,23399.902,,34202.752,-0.009588999,0.004407937,13120.05,13090.21
20070822,1.00E-04,9.11E-05,0.011375767,5.86E-05,9.79E-05,4.95E-05,4.17E-05,4.30E-05,6.02E-05,1.74E-05,2.03E-05,10707,23398.338,,34202.42,-0.012118801,0.012118801,13088.34,13238.08
20070823,7.13E-05,6.79E-05,-1.89E-05,5.96E-05,6.14E-05,5.50E-05,6.20E-05,5.06E-05,6.51E-05,3.23E-05,3.16E-05,10642,23397.838,,34203.881,0.009784801,0.004625438,13237.27,13237.02
20070824,3.28E-05,3.65E-05,0.011037146,3.49E-05,3.86E-05,3.53E-05,3.57E-05,3.18E-05,4.06E-05,8.86E-06,8.79E-06,10248,23398.595,,34200.902,-0.012962134,0.011231467,13231.78,13378.63
20070827,3.50E-05,3.79E-05,-0.004225805,3.32E-05,4.27E-05,2.87E-05,2.91E-05,3.19E-05,3.79E-05,2.40E-05,1.95E-05,10144,23398.869,,34204.19,-0.006060868,0.000717384,13377.16,13320.75
20070828,4.95E-05,4.54E-05,-0.020206645,3.74E-05,5.15E-05,3.94E-05,3.80E-05,3.40E-05,4.18E-05,4.12E-05,2.95E-05,10554,23397.366,,34204.316,0.02148466,0,13318.43,13052.01
20070829,9.89E-05,8.14E-05,0.018848213,5.78E-05,9.60E-05,5.36E-05,5.37E-05,4.52E-05,5.21E-05,1.15E-05,1.31E-05,10549,23399.056,,34202.657,-0.018915925,0.018915925,13043.07,13291.24
20070830,0.000103195,0.00011829,-0.00362791,7.09E-05,9.22E-05,6.28E-05,6.25E-05,5.69E-05,8.93E-05,7.27E-05,3.85E-05,10667,23399.973,,34202.892,-0.009785628,0.002035118,13287.91,13239.79
20070831,0.000140892,0.000119622,0.00756599,7.34E-05,0.000134805,6.35E-05,6.15E-05,5.30E-05,8.61E-05,3.76E-05,2.96E-05,10448,23399.993,,34204.671,-0.014094172,0.014094172,13240.84,13341.4
20070903,,,,,,,,,,,,,,,,,,,
20070904,3.71E-05,3.22E-05,0.006876832,3.10E-05,3.04E-05,3.01E-05,2.45E-05,2.68E-05,2.98E-05,1.96E-05,1.26E-05,10391,23399.981,,34204.927,-0.013146679,0.010099008,13358.39,13450.57
20070905,7.15E-05,8.43E-05,-0.010675812,5.93E-05,8.41E-05,5.82E-05,4.37E-05,4.89E-05,6.35E-05,5.42E-05,3.72E-05,10640,23398.32,,34202.465,0.014557744,0,13442.85,13300.1
20070906,3.55E-05,4.73E-05,0.004285716,3.88E-05,4.02E-05,3.52E-05,2.64E-05,3.35E-05,4.08E-05,1.50E-05,1.70E-05,10502,23399.081,,34201.781,-0.009245853,0.006897617,13306.44,13363.59
20070907,0.000176924,0.000131264,-0.018519719,8.82E-05,0.000201371,7.74E-05,8.56E-05,6.15E-05,0.000104094,0.000148086,6.62E-05,10730,23398.247,,34202.91,0.021020637,0,13360.74,13115.58
20070910,0.000104237,8.35E-05,0.000334636,7.21E-05,8.48E-05,7.59E-05,8.27E-05,6.66E-05,6.65E-05,3.61E-05,3.51E-05,10676,23398.683,,34204.268,-0.014039235,0.006868415,13116.55,13120.94
20070911,8.03E-05,6.30E-05,0.013816495,5.50E-05,8.04E-05,4.92E-05,5.98E-05,4.85E-05,4.79E-05,1.78E-05,1.68E-05,10536,23398.94,,34204.747,-0.014842113,0.014842113,13129.31,13311.97
20070912,4.18E-05,4.56E-05,-0.000274509,4.75E-05,4.65E-05,4.74E-05,3.91E-05,4.09E-05,4.39E-05,2.19E-05,2.34E-05,10412,23399.498,,34204.817,-0.007235956,0.00459228,13298.31,13294.66
20070913,6.74E-05,6.24E-05,0.009870344,3.92E-05,6.89E-05,3.21E-05,2.66E-05,2.82E-05,4.32E-05,1.11E-05,1.33E-05,10424,23398.676,,34203.953,-0.013201295,0.013201295,13292.38,13424.23
20070914,7.76E-05,6.90E-05,0.001567163,4.03E-05,5.78E-05,2.98E-05,3.91E-05,3.01E-05,4.63E-05,5.99E-05,2.08E-05,10365,23398.707,,34201.416,-0.010124943,0.00284216,13421.39,13442.44
20070917,2.94E-05,3.25E-05,-0.002955572,2.77E-05,3.19E-05,2.76E-05,2.51E-05,2.53E-05,2.61E-05,1.57E-05,1.39E-05,10360,23399.532,,34201.648,0.006627142,0.000707236,13441.95,13402.28
20070918,0.000138742,0.00015702,0.024514299,0.000135293,0.000126766,0.000131854,7.62E-05,6.72E-05,8.15E-05,1.27E-05,1.21E-05,10490,23398.832,,34200.971,-0.024627136,0.024627136,13403.18,13735.81
20070919,5.42E-05,4.98E-05,0.005533904,3.36E-05,4.59E-05,2.94E-05,3.06E-05,2.66E-05,3.04E-05,1.41E-05,1.37E-05,10649,23399.313,,34202.834,-0.009192291,0.009192291,13740.61,13816.86
20070920,2.33E-05,2.55E-05,-0.00376206,2.53E-05,2.36E-05,2.10E-05,1.80E-05,2.30E-05,3.17E-05,1.43E-05,1.39E-05,10500,23398.273,,34202.491,0.005862915,0.000605741,13813.61,13761.74
20070921,3.71E-05,3.61E-05,0.003485815,1.85E-05,3.88E-05,1.39E-05,1.80E-05,1.45E-05,2.15E-05,5.79E-06,6.52E-06,10228,23397.355,,34205.057,-0.007809513,0.007806608,13769.02,13817.1
20070924,3.43E-05,3.02E-05,-0.004527059,2.75E-05,2.83E-05,2.51E-05,3.27E-05,2.65E-05,2.76E-05,1.82E-05,1.50E-05,10498,23398.754,,34202.902,0.008804678,0.003698931,13821.65,13759.22
20070925,3.93E-05,3.98E-05,0.002083886,3.00E-05,4.54E-05,2.74E-05,2.34E-05,2.48E-05,3.54E-05,2.23E-05,1.23E-05,10405,23399.786,,34200.844,-0.00653702,0.002083886,13758,13786.7
20070926,3.80E-05,3.61E-05,0.007171252,2.45E-05,5.21E-05,2.43E-05,2.92E-05,2.29E-05,2.58E-05,9.46E-06,9.11E-06,10345,23398.819,,34202.777,-0.009838735,0.009838735,13779.3,13878.47
20070927,1.95E-05,2.21E-05,0.002555895,1.77E-05,1.82E-05,1.56E-05,1.76E-05,1.82E-05,2.58E-05,7.73E-06,7.96E-06,10296,23398.128,,34201.735,0.003726761,0.00291228,13879.53,13915.05
20070928,2.00E-05,2.12E-05,-0.001011818,2.06E-05,1.77E-05,2.18E-05,1.88E-05,1.97E-05,2.46E-05,1.18E-05,1.18E-05,10248,23398.288,,34203.459,0.005355924,0.000858559,13912.7,13898.63
20071001,2.98E-05,2.51E-05,0.013757408,2.38E-05,4.25E-05,2.65E-05,2.83E-05,2.07E-05,2.23E-05,6.01E-06,4.73E-06,10574,23398.984,,34202.485,-0.015781924,0.015688366,13895.71,14088.2
20071002,1.61E-05,1.57E-05,-0.003039972,1.51E-05,1.90E-05,1.56E-05,1.40E-05,1.45E-05,1.56E-05,9.49E-06,8.70E-06,10282,23398.604,,34200.857,0.006488275,0.001135839,14087.31,14044.55
20071003,2.57E-05,2.64E-05,-0.004922752,2.08E-05,3.09E-05,1.80E-05,1.82E-05,1.86E-05,2.26E-05,1.78E-05,1.20E-05,10316,23398.288,,34201.909,0.006500956,0,14038.86,13969.92
20071004,1.81E-05,1.77E-05,0.000546816,1.17E-05,1.01E-05,9.44E-06,1.54E-05,1.09E-05,1.29E-05,6.09E-06,5.76E-06,10061,23397.527,,34203.037,0.004145007,0.002980954,13967.97,13975.61
20071005,5.65E-05,4.04E-05,0.006759231,2.90E-05,5.51E-05,2.36E-05,1.85E-05,1.68E-05,2.32E-05,9.02E-06,1.02E-05,10272,23398.387,,34202.282,-0.011015718,0.011015718,13969.07,14063.81
20071008,1.04E-05,1.02E-05,-0.00156179,9.17E-06,6.35E-06,7.91E-06,1.06E-05,9.00E-06,9.76E-06,6.02E-06,5.33E-06,9837,23399.223,,34200.815,0.004139931,0.000184834,14065.36,14043.41
20071009,2.68E-05,2.86E-05,0.00860435,2.53E-05,2.87E-05,2.64E-05,2.44E-05,2.33E-05,2.08E-05,6.81E-06,6.72E-06,10132,23399.407,,34202.446,-0.009373512,0.00869612,14043.9,14165.26
20071010,2.73E-05,2.31E-05,-0.006792643,2.42E-05,2.86E-05,2.52E-05,2.69E-05,2.22E-05,1.91E-05,1.70E-05,1.48E-05,10501,23395.808,,34205.437,0.010926817,0,14164.005,14068.12
20071011,8.88E-05,9.75E-05,-0.004810152,7.04E-05,8.91E-05,6.70E-05,5.93E-05,5.79E-05,6.51E-05,4.31E-05,4.50E-05,10807,23399.046,,34204.391,0.01759362,0.00841109,14079.1,14011.54
20071012,2.14E-05,2.68E-05,0.005362119,2.43E-05,1.95E-05,2.07E-05,2.03E-05,2.38E-05,2.64E-05,8.13E-06,9.96E-06,10480,23398.083,,34205.018,-0.006204246,0.006065114,14016.5,14091.86
20071015,5.18E-05,5.07E-05,-0.00731214,5.24E-05,5.14E-05,4.96E-05,4.72E-05,4.93E-05,4.30E-05,2.76E-05,3.07E-05,10610,23398.557,,34202.436,0.015131635,0.001717178,14092.43,13989.76
20071016,4.59E-05,4.76E-05,-0.005220828,5.10E-05,5.49E-05,4.84E-05,4.21E-05,4.53E-05,5.13E-05,2.86E-05,3.08E-05,10639,23399.806,,34202.668,0.008085071,0.000313828,13986.34,13913.51
20071017,9.37E-05,9.14E-05,-0.002455482,6.93E-05,8.67E-05,6.23E-05,6.20E-05,5.73E-05,6.12E-05,3.64E-05,3.71E-05,10909,23396.086,,34202.862,0.017073651,0.00656002,13920.66,13886.52
20071018,4.89E-05,4.12E-05,-2.38E-05,3.96E-05,2.97E-05,3.38E-05,4.66E-05,3.89E-05,3.52E-05,2.56E-05,2.10E-05,10639,23398.481,,34202.014,-0.00668279,0.001812852,13888.15,13887.82
20071019,0.000127058,0.000102635,-0.027202588,9.34E-05,0.000172865,8.91E-05,0.000120456,8.56E-05,8.99E-05,0.000107349,7.49E-05,10902,23398.476,,34202.345,0.027473419,0,13888.47,13515.76
20071022,0.000130832,0.00011036,0.003755801,9.52E-05,9.37E-05,8.54E-05,0.000108142,9.46E-05,8.40E-05,8.38E-05,4.50E-05,10895,23399.773,,34202.584,-0.013243215,0.004827247,13521.62,13572.5
20071023,7.86E-05,6.82E-05,0.008452685,5.79E-05,6.57E-05,5.20E-05,5.67E-05,5.12E-05,4.50E-05,2.42E-05,2.35E-05,10747,23398.25,,34202.752,-0.010510232,0.008452685,13568.93,13684.11
20071024,0.00014923,0.000128998,0.000136731,0.000121456,0.000141346,0.000118072,0.00013462,1.00E-04,9.68E-05,7.70E-05,5.52E-05,10953,23399.765,,34201.657,-0.01613804,0.001069218,13675.58,13677.45
20071025,0.000122356,0.000110546,-0.000505324,0.00010681,0.000128957,9.95E-05,0.0001048,9.74E-05,9.00E-05,5.28E-05,4.84E-05,10974,23399.949,,34201.49,0.014161836,0.00462525,13677.85,13670.94
20071026,8.60E-05,7.41E-05,0.009559548,5.42E-05,6.21E-05,4.02E-05,4.65E-05,4.75E-05,4.48E-05,1.60E-05,2.03E-05,10484,23399.08,,34202.103,-0.009865867,0.009865867,13675.66,13807.02
20071029,3.27E-05,2.51E-05,0.004552409,2.42E-05,2.42E-05,2.07E-05,2.56E-05,2.05E-05,1.95E-05,1.29E-05,1.11E-05,10363,23398.887,,34201.685,-0.006835696,0.006770511,13807.35,13870.35
20071030,2.60E-05,3.57E-05,-0.0052709,2.56E-05,2.96E-05,2.16E-05,2.18E-05,2.45E-05,2.73E-05,1.75E-05,1.58E-05,10407,23398.296,,34202.571,0.006532919,0,13869.04,13796.13
20071031,0.000103849,9.61E-05,0.009473443,8.85E-05,9.46E-05,8.71E-05,7.99E-05,7.13E-05,6.88E-05,3.61E-05,4.13E-05,10476,23399.655,,34201.943,-0.013929712,0.012248359,13792.15,13923.43
20071101,0.000198031,0.000160794,-0.02657419,0.000118695,0.000306436,0.000125234,0.000177876,0.000107279,9.49E-05,0.000170255,9.54E-05,10902,23398.884,,34203.796,0.027306074,0,13924.16,13559.01
20071102,0.000169554,0.000164439,0.002799341,0.000160238,0.000128273,0.000138355,0.000186178,0.000163217,0.000157058,9.48E-05,8.78E-05,11049,23399.719,,34202.31,0.013772681,0.004607678,13569.9,13607.94
20071105,0.000147635,0.000135543,-0.00364834,0.000101923,0.000108893,8.37E-05,0.000104163,9.13E-05,0.000110692,9.33E-05,4.76E-05,10684,23396.905,,34206.202,-0.012584945,0.001822128,13592.58,13543.08
20071106,7.77E-05,6.32E-05,0.009338684,4.83E-05,5.25E-05,3.85E-05,6.33E-05,4.35E-05,5.57E-05,2.58E-05,1.97E-05,10685,23398.31,,34202.418,-0.011567517,0.009338684,13542.34,13669.4
20071107,0.000203557,0.000174979,-0.026540752,0.000141638,0.000213576,0.000139881,0.000145479,0.000120607,0.000122284,0.000154983,0.000103115,10984,23398.815,,34204.153,0.02670556,0,13646.72,13289.29
20071108,0.000278557,0.000260393,-0.003004781,0.000253393,0.000219298,0.000233515,0.000272521,0.000229752,0.000233523,0.000140713,0.000126454,11272,23397.297,,34204.557,0.020709326,0.00386109,13302.13,13262.22
20071109,0.000238742,0.000237579,-0.017955809,0.000188375,0.000328234,0.00017516,0.000201859,0.000166775,0.000206721,0.000169895,0.000119291,11151,23399.502,,34203.787,0.018554829,0,13261.17,13025.18
20071112,0.000132497,0.000111608,-0.004429559,0.000117682,0.00012902,0.00012485,0.000119451,0.000103474,0.000121885,6.94E-05,5.74E-05,10973,23398.309,,34203.467,0.013830624,0.009401065,13039.16,12981.53
20071113,0.000111759,8.69E-05,0.025478218,6.14E-05,0.000143108,5.49E-05,7.64E-05,4.99E-05,6.00E-05,1.46E-05,1.10E-05,10481,23399.481,,34203.545,-0.026155677,0.026155677,12975.11,13309.94
20071114,9.20E-05,9.19E-05,-0.006866571,8.57E-05,0.000101797,9.05E-05,7.33E-05,7.60E-05,8.40E-05,5.46E-05,5.71E-05,10826,23398.375,,34202.456,0.012717619,0.004613754,13305.47,13214.42
20071115,0.000110601,0.000117024,-0.00928366,0.000118033,0.000110566,0.000101205,9.37E-05,0.000111592,0.000117936,7.62E-05,6.57E-05,10889,23398.403,,34203.483,0.01553594,0.002344083,13230.6,13108.34
20071116,0.000145785,0.000136994,0.004300758,0.000123168,0.000169657,0.000118018,0.000118521,0.000122655,0.000105003,5.10E-05,5.74E-05,10916,23399.351,,34202.293,0.01221409,0.007758374,13108.99,13165.49
20071119,0.000114144,0.000101568,-0.016364688,8.60E-05,0.000115047,7.82E-05,6.90E-05,7.55E-05,9.72E-05,8.94E-05,5.56E-05,10884,23399.979,,34201.51,0.018254247,0,13176.22,12962.35
20071120,0.000240516,0.000180489,0.004263791,0.000201563,0.000219457,0.000215684,0.00021925,0.000191267,0.000170727,0.000114858,9.71E-05,11034,23398.091,,34202.074,0.020589517,0.011589646,12956.09,13011.45
20071121,0.000211583,0.00019021,-0.017018441,0.000146268,0.000216844,0.000137638,0.000171071,0.000138777,0.000135314,0.000157092,9.43E-05,10935,23398.672,,34204.012,0.017069274,0,13006.65,12787.17
20071122,,,,,,,,,,,,,,,,,,,
20071123,8.34E-05,6.38E-05,0.014326909,4.28E-05,6.62E-05,3.19E-05,3.13E-05,2.71E-05,2.74E-05,8.44E-06,8.91E-06,5745,18044.83,,34203.483,-0.014326909,0.014326909,12796.23,12980.88
20071126,0.000102238,8.96E-05,-0.019528443,9.47E-05,0.000118209,9.74E-05,0.000105687,8.81E-05,0.000103066,6.66E-05,6.48E-05,10810,23398.019,,34202.846,0.024178754,0.004324231,12979.99,12728.97
20071127,0.000190127,0.000184189,0.017215712,0.000163834,0.000210623,0.000167839,0.000163388,0.000136026,0.000126898,7.56E-05,6.13E-05,11016,23398.003,,34203.703,-0.019125797,0.019125797,12744.78,12966.09
20071128,0.000143105,9.94E-05,0.025822753,8.81E-05,0.000156895,8.25E-05,7.90E-05,6.61E-05,6.54E-05,2.54E-05,2.47E-05,10843,23398.505,,34202.775,-0.027954043,0.027954043,12958.04,13297.01
20071129,9.76E-05,8.76E-05,0.001863868,7.98E-05,5.58E-05,6.84E-05,8.76E-05,7.54E-05,6.90E-05,5.30E-05,3.75E-05,10784,23398.937,,34203.171,-0.009879219,0.004370357,13287.91,13312.7
20071130,0.000158563,0.000132586,0.005437245,9.39E-05,0.000190008,7.77E-05,0.00010643,7.21E-05,7.76E-05,4.26E-05,4.15E-05,10728,23399.499,,34202.716,0.013809773,0.011364289,13314.25,13386.84
20071203,5.99E-05,5.97E-05,-0.003911435,5.43E-05,5.80E-05,5.54E-05,5.13E-05,4.78E-05,5.06E-05,3.14E-05,2.91E-05,10615,23398.7,,34202.574,0.008237859,0.002823438,13369.04,13316.85
20071204,5.53E-05,6.09E-05,-0.00481123,4.47E-05,4.42E-05,3.16E-05,3.46E-05,4.00E-05,4.56E-05,3.53E-05,2.52E-05,10596,23398.71,,34200.688,-0.005908743,0.000366538,13311.32,13247.43
20071205,0.000129817,0.000113761,0.015101244,6.21E-05,0.000126493,5.48E-05,5.63E-05,4.38E-05,5.37E-05,2.93E-05,2.39E-05,10683,23398.654,,34203.1,-0.016134504,0.016134504,13244.09,13445.61
20071206,3.14E-05,4.00E-05,0.013171321,3.56E-05,2.22E-05,3.33E-05,3.00E-05,3.22E-05,3.40E-05,7.97E-06,9.19E-06,10554,23399.209,,34202.18,-0.01520124,0.013773751,13445.77,13624.04
20071207,2.25E-05,3.71E-05,0.00036415,3.12E-05,2.14E-05,2.65E-05,2.47E-05,2.78E-05,3.74E-05,1.14E-05,1.72E-05,10476,23398.23,,34203.669,-0.004877246,0.003646524,13618.27,13623.23
20071210,3.21E-05,3.30E-05,0.00793406,2.73E-05,3.20E-05,2.57E-05,2.90E-05,2.67E-05,2.71E-05,1.01E-05,1.17E-05,10424,23399.95,,34200.944,-0.009525416,0.009525416,13623.55,13732.07
20071211,0.000173236,0.000174959,-0.021984848,0.000170446,0.000141491,0.000202821,0.000172066,0.000146089,0.000111293,0.000152481,0.000153192,10675,23399.233,,34204.816,0.026769276,0.003706279,13726.87,13428.38
20071212,0.000558973,0.000392599,0.003340204,0.000276489,0.000492098,0.000232792,0.000192106,0.000169536,0.000167891,0.000116144,0.000116375,11022,23399.084,,34202.722,0.028156678,0.019740889,13434.8,13479.75
20071213,9.85E-05,0.000141615,0.003902299,0.000111916,8.56E-05,9.37E-05,7.96E-05,0.000102885,9.78E-05,4.67E-05,4.53E-05,10896,23399.63,,34202.049,-0.01286433,0.003962182,13473.41,13526.09
20071214,0.000108569,0.00010483,-0.013308022,6.87E-05,0.000120874,6.05E-05,6.04E-05,5.70E-05,5.12E-05,8.52E-05,4.42E-05,10704,23399.629,,34201.814,0.013618494,0,13515.27,13336.6
20071217,9.22E-05,7.43E-05,-0.013169503,7.11E-05,9.38E-05,6.21E-05,6.56E-05,5.98E-05,6.03E-05,6.68E-05,4.71E-05,10741,23399.47,,34200.942,0.013639049,0,13339.28,13164.76
20071218,0.000115264,9.64E-05,0.003831454,8.59E-05,9.49E-05,8.46E-05,8.47E-05,8.11E-05,6.83E-05,4.15E-05,4.06E-05,10830,23399.753,,34203.511,-0.014142626,0.00819365,13170.77,13221.33
20071219,8.43E-05,8.42E-05,-0.002447828,8.36E-05,9.25E-05,8.07E-05,8.16E-05,7.45E-05,7.51E-05,4.42E-05,4.40E-05,10777,23399.706,,34201.07,0.011612728,0.005153724,13231.98,13199.63
